vibration_rms,vibration_kurtosis,vibration_skewness,temperature_mean,temperature_slope,motor_current_mean,motor_current_variance,door_signal_variance,acceleration_peak,fault_class
0.9168375633380856,3.606834049208493,0.27737278510245755,49.54572104740679,-0.010363232431571221,15.043479437929763,0.2767074859744416,0.29986142665016174,0.5349281792526638,0
0.8728784318529428,2.741189576546485,-0.055942439753352544,37.04849791442898,0.028546533222090133,13.839534293505638,0.6191451646262472,0.18225354883601808,0.7432242383064002,0
1.0568620904274055,3.3927379989342348,0.031953148155439884,43.225001415644364,0.07627404534783419,13.615692900830563,0.1158320709883333,0.16995721100455266,0.40363853385958265,0
1.5227079635569558,3.257445219763484,-0.2572295584608371,38.48738382925409,-0.03090091630577324,10.224976134198199,0.4380403146458275,0.3146585609514396,0.6759716973680266,0
1.135150787831639,3.164836723143285,-0.018929034241138346,49.116188406440244,0.025874307332313662,14.378833897704038,0.3120115728820686,0.2574119393614807,0.5398886910844428,0
1.1212448747969375,3.4291501246951572,-0.12344726456817716,46.82874386195337,-0.09211450400221943,11.10715454382357,0.9005104331634474,0.3060665364224283,0.25109421890671846,0
1.8588456690943218,2.633176577054213,0.1588653549938266,40.54735007827245,-0.057375559086082745,10.822369751511522,0.5656894806788928,0.31534702730985564,0.402952413459401,0
0.9321184775157147,3.05362695603104,0.2618816497637944,48.772004705532815,0.04135176746188025,12.426357705594967,0.15198696168126416,0.2672006872817721,0.3507160892140416,0
0.5701495418587479,2.8050760089419793,-0.1457697906045224,41.55935183871549,0.05471150519141509,13.624736577111218,0.6227250828056236,0.2212738061667277,0.44879292347996846,0
1.1507854781071938,3.314008549051574,-0.2340958537935984,41.288168686371506,-0.010491710577712088,13.537983147900837,0.46581127012354495,0.3648087817407436,0.6417169629864512,0
1.9919446673434287,3.2702316847951702,-0.22770179225531362,38.143468796142216,-0.03204132492031438,10.61960917858275,0.6029064647941365,0.16832226438601178,0.9118959831445914,0
0.6736683288075362,3.346858003501927,-0.08072433048711775,33.23263405685294,-0.018377252313277963,13.280091328143515,0.36061980391416526,0.24786272511900914,0.31177533107380867,0
